trait,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
current,1.2403,4.4868,3.5685,0.3182,0.0,2.6489,0.9266,0.2448,2022-10-18 08:35:54.881000+00:00
current,1.3111,7.7267,3.2861,0.0,0.2805,2.272,0.4,0.2154,2022-10-18 08:35:56.772000+00:00
current,2.0584,7.6676,2.4914,0.0,1.2134,1.926,0.2702,0.1166,2022-10-18 08:35:58.663000+00:00
current,2.3792,7.8128,2.8238,0.0,1.3433,1.488,0.2803,0.1617,2022-10-18 08:36:00.554000+00:00
current,2.2604,10.2025,3.707,0.0,1.1364,1.5793,0.173,0.2129,2022-10-18 08:36:02.445000+00:00
current,1.7889,10.3961,2.6865,0.1279,0.2065,1.9493,0.4661,0.2505,2022-10-18 08:36:04.336000+00:00
current,1.4259,11.6739,1.3637,0.1342,0.0,2.0507,0.1587,0.2702,2022-10-18 08:36:06.227000+00:00
current,1.8759,10.6495,1.2965,0.3801,0.2748,2.2761,0.5133,0.2119,2022-10-18 08:36:08.118000+00:00
current,1.1059,10.0773,0.8914,0.1052,0.2642,2.8274,0.9936,0.3144,2022-10-18 08:36:10.009000+00:00
current,2.2591,8.5607,1.9309,0.0489,0.0,3.1604,1.4691,0.1828,2022-10-18 08:36:11.900000+00:00
current,2.1721,9.0325,2.3164,0.1395,0.4109,2.8199,1.9962,0.2177,2022-10-18 08:36:13.791000+00:00
current,1.4717,9.4992,2.9716,0.0,0.5434,2.3436,2.6085,0.0,2022-10-18 08:36:15.682000+00:00
current,1.5622,10.299,3.0502,0.3036,0.0999,2.1079,2.7571,0.1083,2022-10-18 08:36:17.573000+00:00
current,1.1897,10.5546,2.4468,0.1487,0.9394,2.2948,3.0851,0.1719,2022-10-18 08:36:19.464000+00:00
current,1.0308,9.8543,4.4741,0.0524,0.9986,1.8652,2.3605,0.148,2022-10-18 08:36:21.355000+00:00
current,0.3834,10.3523,4.7995,0.5793,0.7725,1.7024,1.6714,0.1395,2022-10-18 08:36:23.246000+00:00
current,0.3884,12.3114,2.7655,1.0954,0.9782,1.0617,2.2492,0.2865,2022-10-18 08:36:25.137000+00:00
current,0.0,11.8776,3.4438,1.6373,1.3866,1.3285,1.8615,0.2067,2022-10-18 08:36:27.028000+00:00
current,0.0,9.1053,1.8165,2.1187,1.5696,1.483,1.561,0.2493,2022-10-18 08:36:28.919000+00:00
current,0.0,7.1713,2.5559,1.866,2.3008,1.7851,1.5022,0.2322,2022-10-18 08:36:30.810000+00:00
current,0.0,7.438,4.3756,1.9193,1.8816,1.3687,1.1846,0.1211,2022-10-18 08:36:32.701000+00:00
current,0.0,5.8763,4.5732,1.6952,1.6246,1.4904,1.292,0.258,2022-10-18 08:36:34.592000+00:00
current,0.0,5.0609,7.1983,1.8877,2.312,1.4428,1.2529,0.1044,2022-10-18 08:36:36.483000+00:00
current,0.0209,4.2818,5.2107,2.4368,1.8536,1.8542,1.7627,0.2784,2022-10-18 08:36:38.374000+00:00
current,0.339,5.0944,6.1771,2.5595,1.4771,1.5666,1.5875,0.3315,2022-10-18 08:36:40.265000+00:00
current,1.0589,7.7709,5.6277,2.9484,0.7695,2.1359,1.0291,0.2849,2022-10-18 08:36:42.156000+00:00
current,0.8764,5.153,4.182,2.4837,0.4478,1.7944,1.3955,0.3018,2022-10-18 08:36:44.047000+00:00
current,1.0923,6.9046,6.0929,2.2282,0.0,2.2461,1.5723,0.3332,2022-10-18 08:36:45.938000+00:00
current,1.3049,8.4099,5.6386,2.439,0.0,2.3599,1.557,0.257,2022-10-18 08:36:47.829000+00:00
current,1.86,8.5993,5.5253,2.4561,0.0,1.4484,1.5797,0.3266,2022-10-18 08:36:49.720000+00:00
current,1.4902,7.9945,5.3676,1.7557,0.0,1.6274,1.3985,0.361,2022-10-18 08:36:51.611000+00:00
current,1.8592,9.0343,8.4216,2.2717,0.0,1.6442,1.1122,0.3264,2022-10-18 08:36:53.502000+00:00
current,1.4309,8.8187,8.8789,2.0735,0.0,1.7374,0.2762,0.4454,2022-10-18 08:36:55.393000+00:00
current,1.1781,8.2683,9.8741,1.6593,0.0,1.5449,0.6513,0.3489,2022-10-18 08:36:57.284000+00:00
current,1.0482,5.0794,8.2744,1.3592,0.0,1.5111,0.9241,0.3321,2022-10-18 08:36:59.175000+00:00
current,1.3064,5.9171,6.7267,1.3903,0.1846,1.6152,0.4934,0.3639,2022-10-18 08:37:01.066000+00:00
current,0.8272,8.2002,5.6158,1.2482,0.0,1.6864,0.9336,0.4131,2022-10-18 08:37:02.957000+00:00
current,0.4603,5.6935,4.9748,1.6027,0.6593,2.3085,0.6482,0.4713,2022-10-18 08:37:04.848000+00:00
current,0.2699,4.2723,3.6246,1.8154,1.5972,1.8659,0.7265,0.4393,2022-10-18 08:37:06.739000+00:00
current,0.4189,3.6711,3.3246,1.6233,2.0404,1.8308,1.8005,0.4836,2022-10-18 08:37:08.630000+00:00
current,0.0981,3.4411,4.9891,1.3951,1.2987,1.3124,1.189,0.3479,2022-10-18 08:37:10.521000+00:00
current,0.3639,2.5182,5.0094,2.1584,0.9437,1.1921,1.4703,0.2071,2022-10-18 08:37:12.412000+00:00
current,0.3158,4.9309,2.5485,2.1205,1.457,1.1156,1.9866,0.2689,2022-10-18 08:37:14.303000+00:00
current,0.7417,8.2905,4.4989,2.5052,1.8885,0.975,1.8333,0.2257,2022-10-18 08:37:16.194000+00:00
current,0.8503,8.4147,2.5356,2.6152,1.7132,0.9166,2.5963,0.3211,2022-10-18 08:37:18.085000+00:00
current,1.7282,7.0802,4.2076,2.7996,2.7298,1.0128,2.387,0.2497,2022-10-18 08:37:19.976000+00:00
current,1.765,7.226,4.1103,2.287,3.0475,0.7606,2.5445,0.192,2022-10-18 08:37:21.867000+00:00
current,1.1793,5.2616,7.3753,2.0804,2.3127,0.7456,2.0528,0.2606,2022-10-18 08:37:23.758000+00:00
current,1.1167,4.9799,9.1485,2.2085,2.8306,0.5421,2.2437,0.3045,2022-10-18 08:37:25.649000+00:00
current,1.1684,5.965,9.4812,1.6531,2.5083,0.7529,2.1119,0.2864,2022-10-18 08:37:27.540000+00:00
current,0.7854,7.0273,8.9232,1.4647,2.7405,0.5258,2.3358,0.2351,2022-10-18 08:37:29.431000+00:00
current,1.5613,7.8252,10.2922,1.4051,2.8964,0.6647,2.2297,0.2216,2022-10-18 08:37:31.322000+00:00
current,1.4156,6.8647,9.8766,1.1092,2.3976,0.6293,1.505,0.2227,2022-10-18 08:37:33.213000+00:00
current,1.1298,6.9821,10.026,0.6343,2.7095,0.9766,0.9676,0.2277,2022-10-18 08:37:35.104000+00:00
current,1.2543,6.2987,9.699,1.0384,2.9141,0.6641,1.3049,0.3306,2022-10-18 08:37:36.995000+00:00
current,0.8639,7.6931,8.3332,1.1139,2.7135,0.7701,1.0812,0.3871,2022-10-18 08:37:38.886000+00:00
current,1.3775,8.194,8.3677,1.8869,3.1472,0.615,0.8592,0.2372,2022-10-18 08:37:40.777000+00:00
current,1.7469,10.6735,6.9963,2.0237,3.3446,0.835,0.2315,0.1208,2022-10-18 08:37:42.668000+00:00
current,1.7862,10.732,7.6658,2.063,4.2543,0.9227,0.0,0.0163,2022-10-18 08:37:44.559000+00:00
current,2.0345,8.8516,7.3365,1.9328,4.6186,1.421,0.0,0.0,2022-10-18 08:37:46.450000+00:00
current,1.7538,6.5791,6.3737,1.7022,4.1611,1.3393,0.6631,0.1218,2022-10-18 08:37:48.341000+00:00
current,1.0378,6.772,5.3375,2.183,4.087,1.6007,1.048,0.1985,2022-10-18 08:37:50.232000+00:00
current,0.9372,2.877,7.3512,2.3006,3.7981,1.1855,0.8247,0.2983,2022-10-18 08:37:52.123000+00:00
current,0.7655,2.5163,5.7103,2.2346,4.2087,1.06,1.2608,0.2713,2022-10-18 08:37:54.014000+00:00
current,0.0,1.9001,5.9679,2.3457,4.6086,0.9651,1.4051,0.2202,2022-10-18 08:37:55.905000+00:00
current,0.0,0.9883,4.3621,2.3955,3.3759,1.4103,1.2922,0.1044,2022-10-18 08:37:57.796000+00:00
current,0.0,1.7069,4.909,2.2159,3.2105,1.9863,1.003,0.0896,2022-10-18 08:37:59.687000+00:00
current,0.0,0.4315,4.4461,2.0412,3.6177,2.1378,0.9933,0.0069,2022-10-18 08:38:01.578000+00:00
current,0.0,0.0,4.5465,1.7134,3.7213,2.2992,0.3975,0.0,2022-10-18 08:38:03.469000+00:00
current,0.2326,0.0,4.0139,1.7644,3.2525,2.2857,0.4043,0.0656,2022-10-18 08:38:05.360000+00:00
current,0.8087,0.0,1.4893,1.7505,3.0747,1.928,0.9562,0.0011,2022-10-18 08:38:07.251000+00:00
current,1.1168,1.0732,2.2109,0.7381,3.0359,1.2305,1.6499,0.0446,2022-10-18 08:38:09.142000+00:00
current,1.6591,1.8357,2.7665,0.519,3.2495,1.1566,1.6589,0.0,2022-10-18 08:38:11.033000+00:00
current,1.6592,3.1032,1.6118,1.1197,3.2321,1.4856,1.7089,0.0,2022-10-18 08:38:12.924000+00:00
current,2.3471,3.7263,1.9646,0.8436,3.4901,1.1968,2.5095,0.0,2022-10-18 08:38:14.815000+00:00
current,1.6971,4.8899,2.5578,1.2311,3.4267,0.0016,2.6507,0.0,2022-10-18 08:38:16.706000+00:00
current,1.6497,7.7546,3.2163,0.9742,3.67,0.0,2.7214,0.0,2022-10-18 08:38:18.597000+00:00
current,1.1649,8.107,3.4125,1.4193,3.836,0.173,2.9572,0.0,2022-10-18 08:38:20.488000+00:00
current,1.7757,8.7959,2.6378,1.3804,3.0649,1.0242,2.761,0.0,2022-10-18 08:38:22.379000+00:00
current,1.9456,8.6841,3.7876,1.4443,3.1246,1.3473,3.6062,0.0,2022-10-18 08:38:24.270000+00:00
current,2.4529,5.3092,4.2571,1.8336,3.549,2.1603,3.6307,0.0,2022-10-18 08:38:26.161000+00:00
current,1.7129,5.1441,1.8812,1.5102,2.376,3.0807,4.1913,0.0,2022-10-18 08:38:28.052000+00:00
current,1.4169,7.4135,1.5765,1.8256,1.7392,2.9531,3.7985,0.0,2022-10-18 08:38:29.943000+00:00
current,0.6047,8.0542,2.6596,1.6907,1.9191,2.8673,3.9914,0.0,2022-10-18 08:38:31.834000+00:00
current,0.8647,7.0483,4.9301,2.0551,2.1978,3.2017,4.4948,0.0,2022-10-18 08:38:33.725000+00:00
current,0.7341,7.5403,5.1311,1.5265,1.9817,3.517,4.2787,0.0,2022-10-18 08:38:35.616000+00:00
current,1.1633,5.5596,3.4795,1.758,2.3913,3.2562,3.6885,0.033,2022-10-18 08:38:37.507000+00:00
current,1.2152,6.7229,1.5068,1.6256,2.791,3.3863,3.5872,0.0276,2022-10-18 08:38:39.398000+00:00
current,0.2633,5.8476,1.8936,1.4718,2.4167,2.5397,3.9077,0.0761,2022-10-18 08:38:41.289000+00:00
current,0.0,6.1335,1.9346,1.6422,2.1236,2.076,4.3192,0.0624,2022-10-18 08:38:43.180000+00:00
current,0.0,4.4482,2.6261,1.1297,1.8694,2.5655,3.5766,0.0764,2022-10-18 08:38:45.071000+00:00
current,0.2363,4.9483,1.4339,1.0751,1.7916,2.2317,2.5723,0.0,2022-10-18 08:38:46.962000+00:00
current,0.0,1.1202,2.009,1.53,1.5266,2.1252,1.9015,0.0,2022-10-18 08:38:48.853000+00:00
current,0.0,0.8943,2.1355,1.5526,1.7979,1.4688,2.7086,0.0,2022-10-18 08:38:50.744000+00:00
current,0.0,0.1465,1.2051,1.4814,2.2476,1.6759,2.7194,0.0,2022-10-18 08:38:52.635000+00:00
current,0.0,0.0,3.475,1.9887,2.1924,1.3635,2.9082,0.0,2022-10-18 08:38:54.526000+00:00
current,0.0,0.0,4.624,1.7943,1.7186,1.5147,3.7787,0.0,2022-10-18 08:38:56.417000+00:00
current,0.0,0.0,4.4392,1.9813,1.7313,1.8915,3.6145,0.008,2022-10-18 08:38:58.308000+00:00
current,0.0,0.0,2.7766,2.0143,0.2308,1.5534,4.0726,0.1089,2022-10-18 08:39:00.199000+00:00
current,0.0,0.0,3.5384,2.4446,0.4383,1.9423,5.2499,0.3267,2022-10-18 08:39:02.090000+00:00
current,0.0,0.0,2.7832,2.6003,0.0577,2.3893,4.3465,0.485,2022-10-18 08:39:03.981000+00:00
current,0.0,0.0,3.7598,2.5711,0.0,2.8819,3.6267,0.4988,2022-10-18 08:39:05.872000+00:00
current,0.0,0.8215,4.3232,1.9075,0.0149,2.1132,3.2337,0.4406,2022-10-18 08:39:07.763000+00:00
current,0.0,1.9531,3.0658,1.8364,0.4086,2.1911,3.0338,0.3986,2022-10-18 08:39:09.654000+00:00
current,0.0,2.7789,3.1602,2.4062,0.2802,1.9576,2.6395,0.386,2022-10-18 08:39:11.545000+00:00
current,0.0,3.9767,4.4819,2.8939,0.7808,1.8384,2.9956,0.2352,2022-10-18 08:39:13.436000+00:00
current,0.0,3.0621,2.5366,2.5703,1.4171,1.9869,3.148,0.2352,2022-10-18 08:39:15.327000+00:00
current,0.0,1.9347,3.1379,2.5035,1.3473,1.7993,2.3594,0.1038,2022-10-18 08:39:17.218000+00:00
current,0.0,0.9631,5.3158,1.8775,1.1102,1.7786,2.3298,0.1015,2022-10-18 08:39:19.109000+00:00
current,0.3893,2.546,3.8846,2.0635,1.2162,1.8197,1.6172,0.0349,2022-10-18 08:39:21+00:00
current,1.236,1.4897,1.7945,1.6189,0.6193,1.753,1.9937,0.0473,2022-10-18 08:39:22.891000+00:00
current,1.2591,1.436,5.3728,1.5532,0.24,1.6172,2.2969,0.2512,2022-10-18 08:39:24.782000+00:00
current,0.9996,1.1691,2.4172,1.8219,0.3391,1.4636,1.2178,0.2522,2022-10-18 08:39:26.673000+00:00
current,0.3895,1.9155,2.5183,1.6446,0.254,1.248,0.3028,0.1716,2022-10-18 08:39:28.564000+00:00
current,0.8027,3.3184,4.1682,1.6575,0.361,1.3754,0.4206,0.1854,2022-10-18 08:39:30.455000+00:00
current,0.4592,4.581,5.8439,2.0223,0.7488,1.1479,0.0,0.1952,2022-10-18 08:39:32.346000+00:00
current,1.6513,1.7748,6.0664,2.3657,0.0,1.6649,0.0,0.2519,2022-10-18 08:39:34.237000+00:00
current,2.9237,2.7366,7.7429,2.0794,0.0,1.5666,0.0,0.1549,2022-10-18 08:39:36.128000+00:00
current,2.6865,2.961,7.1223,1.6173,0.0,1.7076,0.0518,0.1142,2022-10-18 08:39:38.019000+00:00
current,1.8023,3.5221,6.2693,1.5006,0.0,1.6801,0.3333,0.1572,2022-10-18 08:39:39.910000+00:00
current,2.0777,3.1926,6.248,1.2465,0.0,1.2057,0.0919,0.1509,2022-10-18 08:39:41.801000+00:00
current,2.9931,2.1391,6.5606,0.7211,1.2182,1.3825,0.0,0.2997,2022-10-18 08:39:43.692000+00:00
current,2.2412,4.0788,6.9014,1.1245,1.4012,1.4086,0.0,0.3306,2022-10-18 08:39:45.583000+00:00
current,3.0475,3.9111,5.4733,0.6524,0.8377,1.2217,0.0,0.2958,2022-10-18 08:39:47.474000+00:00
current,2.0422,6.0871,5.4737,0.7409,1.5808,1.4256,0.0,0.2496,2022-10-18 08:39:49.365000+00:00
current,1.3198,5.9987,4.0649,0.8413,1.8869,0.6495,0.0,0.2504,2022-10-18 08:39:51.256000+00:00
current,1.4842,5.9614,3.8972,0.5055,1.6125,0.8829,0.0,0.3191,2022-10-18 08:39:53.147000+00:00
current,1.959,4.8059,4.6745,0.5626,0.7237,0.7765,0.0,0.222,2022-10-18 08:39:55.038000+00:00
current,1.8861,4.8734,5.3056,0.926,0.1734,0.0,0.0,0.1358,2022-10-18 08:39:56.929000+00:00
current,2.0587,6.4712,7.6173,1.0298,0.3902,0.3761,0.0,0.1898,2022-10-18 08:39:58.820000+00:00
current,2.5166,6.191,6.6595,0.7783,0.0732,0.766,0.0,0.0727,2022-10-18 08:40:00.711000+00:00
current,2.9822,6.4909,7.7288,1.1607,0.0,0.857,0.4585,0.0741,2022-10-18 08:40:02.602000+00:00
current,2.5501,9.0811,9.8768,1.1042,0.2991,0.6515,0.0,0.1135,2022-10-18 08:40:04.493000+00:00
current,2.0499,6.7965,12.1666,1.359,0.5937,0.1158,0.6927,0.0466,2022-10-18 08:40:06.384000+00:00
current,2.4852,5.1763,12.6819,1.4803,1.1232,0.2993,1.5551,0.2306,2022-10-18 08:40:08.275000+00:00
current,2.6001,5.7424,10.1372,1.5429,1.7609,0.3029,1.8798,0.3025,2022-10-18 08:40:10.166000+00:00
current,2.7657,2.9604,8.3455,1.4075,1.7618,0.6982,1.4462,0.2373,2022-10-18 08:40:12.057000+00:00
current,2.3373,4.0928,6.8855,1.2403,1.9546,1.0619,1.5162,0.3294,2022-10-18 08:40:13.948000+00:00
current,2.5519,2.9678,6.8029,1.1294,2.0002,1.1253,1.5179,0.4998,2022-10-18 08:40:15.839000+00:00
current,1.9447,2.5252,8.9183,0.9287,1.418,1.0787,1.553,0.577,2022-10-18 08:40:17.730000+00:00
current,2.0181,4.2497,8.2925,1.671,1.5654,1.1315,1.985,0.5092,2022-10-18 08:40:19.621000+00:00
current,2.0215,2.3641,6.9702,1.6684,1.7297,0.414,1.8834,0.4861,2022-10-18 08:40:21.512000+00:00
current,2.0278,0.0,8.2241,1.3848,2.0542,0.0,2.1165,0.373,2022-10-18 08:40:23.403000+00:00
current,2.3395,0.0,7.2507,1.5511,2.5754,0.0,1.9224,0.3289,2022-10-18 08:40:25.294000+00:00
current,1.7879,0.0,8.2183,1.9932,2.4179,0.0,2.7267,0.3044,2022-10-18 08:40:27.185000+00:00
current,2.0754,0.1999,7.3912,1.6777,2.1279,0.0,2.8951,0.1893,2022-10-18 08:40:29.076000+00:00
current,2.031,0.0,8.213,1.8655,1.7779,0.2495,2.9973,0.1967,2022-10-18 08:40:30.967000+00:00
current,1.6159,1.4433,8.1632,1.8458,2.3724,0.8093,2.3595,0.3364,2022-10-18 08:40:32.858000+00:00
current,0.9973,1.7791,7.4258,1.099,2.4334,0.4035,2.3632,0.3469,2022-10-18 08:40:34.749000+00:00
current,1.9236,2.2498,5.369,0.6746,1.9339,0.2275,2.1259,0.3235,2022-10-18 08:40:36.640000+00:00
current,1.8528,4.1176,5.3326,0.5007,1.4575,0.6675,2.2445,0.4125,2022-10-18 08:40:38.531000+00:00
current,1.6572,1.3736,3.6696,0.3651,1.6253,0.8138,2.2291,0.4536,2022-10-18 08:40:40.422000+00:00
current,1.1167,2.8701,4.1985,0.1315,1.4471,0.7117,1.9646,0.3247,2022-10-18 08:40:42.313000+00:00
current,1.6616,0.1446,5.3748,0.1718,1.1816,0.7305,1.9216,0.3265,2022-10-18 08:40:44.204000+00:00
current,2.1161,0.0,5.9772,0.5908,0.8997,0.8673,0.6065,0.4458,2022-10-18 08:40:46.095000+00:00
current,2.4362,0.0,5.7638,0.3717,0.5818,1.0365,1.6688,0.3515,2022-10-18 08:40:47.986000+00:00
current,2.318,0.0,5.5579,0.841,1.2501,0.7532,1.8592,0.3984,2022-10-18 08:40:49.877000+00:00
current,2.5869,0.0586,6.332,1.2586,1.1478,1.0388,0.6318,0.4573,2022-10-18 08:40:51.768000+00:00
current,2.1012,2.0084,5.3906,1.1923,1.5659,0.7798,0.9461,0.3863,2022-10-18 08:40:53.659000+00:00
current,2.1452,2.2501,5.5231,1.1701,1.9352,1.0606,0.6894,0.5058,2022-10-18 08:40:55.550000+00:00
current,2.0592,1.9116,3.7087,1.4744,1.0687,1.2256,0.9397,0.4274,2022-10-18 08:40:57.441000+00:00
current,2.1303,3.0356,2.8777,1.1445,1.1314,1.6574,0.801,0.54,2022-10-18 08:40:59.332000+00:00
current,1.2333,2.9836,3.3384,0.6198,0.9469,1.305,1.5155,0.3886,2022-10-18 08:41:01.223000+00:00
current,2.1273,3.5116,1.7967,0.0613,1.2155,1.3775,0.8904,0.3794,2022-10-18 08:41:03.114000+00:00
current,2.8158,3.5253,2.3009,0.195,1.4442,1.5566,1.2292,0.352,2022-10-18 08:41:05.005000+00:00
current,2.1566,3.5649,3.3072,0.0,1.7833,1.2435,1.7362,0.4592,2022-10-18 08:41:06.896000+00:00
current,2.3613,7.0139,2.5526,0.0,1.7492,1.4227,1.2662,0.5031,2022-10-18 08:41:08.787000+00:00
current,1.5918,8.2731,3.1536,0.0,1.6937,1.4502,1.829,0.5237,2022-10-18 08:41:10.678000+00:00
current,1.625,8.7119,1.6127,0.7692,1.897,1.6149,1.711,0.5105,2022-10-18 08:41:12.569000+00:00
current,0.6018,7.6982,2.4455,0.6311,2.7279,1.3763,2.061,0.4998,2022-10-18 08:41:14.460000+00:00
current,0.5603,7.5121,2.0741,1.6135,2.361,1.5144,0.9516,0.4218,2022-10-18 08:41:16.351000+00:00
current,0.4325,8.8485,1.1165,1.607,2.5692,1.0563,0.5564,0.6292,2022-10-18 08:41:18.242000+00:00
current,1.0772,8.7462,0.9979,1.9019,2.9519,1.4878,0.7744,0.6158,2022-10-18 08:41:20.133000+00:00
current,1.8939,7.7004,0.0,2.0155,2.5216,1.5148,0.5801,0.6014,2022-10-18 08:41:22.024000+00:00
current,2.6393,4.6918,1.2665,1.9055,2.9073,1.9733,0.5686,0.5281,2022-10-18 08:41:23.915000+00:00
current,3.064,4.1058,1.734,1.4872,2.3444,1.8299,0.7701,0.4794,2022-10-18 08:41:25.806000+00:00
current,2.9493,5.2986,3.2748,1.5077,2.9204,1.6629,0.0,0.4252,2022-10-18 08:41:27.697000+00:00
current,2.9874,3.1947,1.1628,0.9602,1.9115,1.4628,0.1569,0.2936,2022-10-18 08:41:29.588000+00:00
current,3.0194,5.7541,2.5832,0.3454,2.0796,1.0976,0.607,0.3442,2022-10-18 08:41:31.479000+00:00
current,2.3258,6.0668,0.7507,0.0751,2.9501,1.202,0.6164,0.4223,2022-10-18 08:41:33.370000+00:00
current,2.7762,8.2365,1.0459,0.3492,2.3535,0.7209,0.3369,0.465,2022-10-18 08:41:35.261000+00:00
current,2.971,7.7674,4.3221,0.419,2.6436,0.6713,1.1232,0.3367,2022-10-18 08:41:37.152000+00:00
current,3.1677,3.8775,2.368,0.1748,3.4822,0.5761,1.44,0.3873,2022-10-18 08:41:39.043000+00:00
current,1.9506,3.3215,2.5681,0.4762,2.3505,0.031,1.8853,0.2708,2022-10-18 08:41:40.934000+00:00
current,2.1183,2.3775,1.4503,0.7745,2.4249,0.0,2.6445,0.4217,2022-10-18 08:41:42.825000+00:00
current,2.5246,1.2084,1.0177,0.4493,1.8791,0.0,2.6257,0.3836,2022-10-18 08:41:44.716000+00:00
current,2.4188,2.3371,0.1222,0.2979,1.7366,0.0,1.4365,0.3348,2022-10-18 08:41:46.607000+00:00
current,2.0992,1.0831,0.0,0.4103,1.204,0.3623,1.2282,0.2053,2022-10-18 08:41:48.498000+00:00
current,1.4135,0.0,0.0,0.4509,1.8153,0.3693,1.4191,0.179,2022-10-18 08:41:50.389000+00:00
current,0.7632,0.0,0.0,0.1066,2.1083,0.5443,1.6266,0.2427,2022-10-18 08:41:52.280000+00:00
current,0.9118,0.547,0.0,0.2972,2.1322,0.3362,1.5187,0.1858,2022-10-18 08:41:54.171000+00:00
current,0.8658,0.5067,0.6882,0.3263,2.0991,0.0005,0.8706,0.1438,2022-10-18 08:41:56.062000+00:00
current,0.8179,0.0,1.7151,0.4124,2.0347,0.1409,1.0251,0.1658,2022-10-18 08:41:57.953000+00:00
current,1.596,0.0,1.9865,0.0,2.4798,0.0584,1.2793,0.1329,2022-10-18 08:41:59.844000+00:00
current,1.0099,1.5471,2.8829,0.2478,3.1862,0.0,0.5398,0.0828,2022-10-18 08:42:01.735000+00:00
current,0.9028,2.6178,3.6982,0.4116,3.4941,0.0,1.1958,0.003,2022-10-18 08:42:03.626000+00:00
current,1.7487,3.658,3.7165,0.8719,4.032,0.7991,1.2213,0.0,2022-10-18 08:42:05.517000+00:00
current,1.5833,4.4932,4.3301,1.1289,3.3396,0.8497,1.8186,0.0547,2022-10-18 08:42:07.408000+00:00
current,1.6092,1.7723,4.6295,1.5409,3.1771,0.9365,1.7148,0.0271,2022-10-18 08:42:09.299000+00:00
current,1.521,1.8209,4.1398,1.493,2.6786,0.0832,2.4382,0.0426,2022-10-18 08:42:11.190000+00:00
current,1.8486,3.7082,3.2876,0.9845,3.0805,0.1255,2.7552,0.0134,2022-10-18 08:42:13.081000+00:00
current,0.868,0.1846,2.5525,1.3169,3.7536,0.1872,1.8731,0.0026,2022-10-18 08:42:14.972000+00:00
current,0.8408,0.0,1.6146,1.1965,3.4253,0.2835,1.2367,0.106,2022-10-18 08:42:16.863000+00:00
current,0.9355,0.0,1.6937,1.3575,3.0323,0.314,0.9263,0.0462,2022-10-18 08:42:18.754000+00:00
current,0.5345,0.0,2.5895,1.0615,2.7307,0.0291,0.5305,0.1655,2022-10-18 08:42:20.645000+00:00
current,0.7933,0.0,3.8791,1.2107,1.6994,0.1995,0.6423,0.1705,2022-10-18 08:42:22.536000+00:00
current,1.2309,0.0,4.1858,0.7313,1.9228,0.4421,1.8597,0.2591,2022-10-18 08:42:24.427000+00:00
current,1.4702,0.0,5.5544,1.1311,1.8117,1.705,2.3909,0.1298,2022-10-18 08:42:26.318000+00:00
current,2.2987,1.446,4.0195,1.1596,2.179,1.5789,2.4825,0.2756,2022-10-18 08:42:28.209000+00:00
current,2.0223,0.7831,5.3542,1.3993,1.5793,1.629,1.8489,0.2281,2022-10-18 08:42:30.100000+00:00
current,2.204,0.0,6.4614,1.0486,1.8405,1.808,1.5821,0.1158,2022-10-18 08:42:31.991000+00:00
current,2.3571,0.0,4.52,1.0345,1.9787,1.9376,1.2467,0.1558,2022-10-18 08:42:33.882000+00:00
current,2.1662,0.0853,3.0657,1.2439,1.047,1.8515,1.0016,0.2555,2022-10-18 08:42:35.773000+00:00
current,2.6267,0.7399,2.3701,1.4088,0.5522,2.3668,1.138,0.2749,2022-10-18 08:42:37.664000+00:00
current,2.6508,2.2864,3.1604,1.4877,0.2872,2.0077,1.4552,0.1666,2022-10-18 08:42:39.555000+00:00
current,1.9845,2.0186,0.4875,1.2306,0.6887,1.8219,1.9524,0.1058,2022-10-18 08:42:41.446000+00:00
current,2.2864,2.7683,1.1946,1.203,1.0294,2.0177,2.511,0.1273,2022-10-18 08:42:43.337000+00:00
current,1.9807,7.101,2.2004,1.0951,1.7757,1.9406,2.8946,0.2748,2022-10-18 08:42:45.228000+00:00
current,1.7871,6.1543,4.6744,0.571,1.2256,1.6808,3.0039,0.2959,2022-10-18 08:42:47.119000+00:00
current,1.6472,5.9386,6.4615,0.3989,1.8034,2.1382,3.5619,0.4454,2022-10-18 08:42:49.010000+00:00
current,1.9757,6.4985,5.7349,0.3531,1.6423,2.548,4.1471,0.4105,2022-10-18 08:42:50.901000+00:00
current,2.4302,10.3486,4.8358,0.244,1.9267,2.9693,3.6113,0.3715,2022-10-18 08:42:52.792000+00:00
current,2.2671,11.1311,6.1774,0.3162,2.7145,2.4973,3.0982,0.4244,2022-10-18 08:42:54.683000+00:00
current,2.0939,10.6076,7.5513,0.5171,1.9054,3.3579,3.198,0.3607,2022-10-18 08:42:56.574000+00:00
current,1.0924,9.212,7.8931,0.5772,2.2831,3.8115,3.5854,0.4086,2022-10-18 08:42:58.465000+00:00
current,0.8089,10.9099,6.042,0.4928,2.054,2.9854,4.4395,0.5146,2022-10-18 08:43:00.356000+00:00
current,0.4442,10.0964,5.8291,0.859,2.9764,2.7926,4.0153,0.628,2022-10-18 08:43:02.247000+00:00
current,0.6972,11.9967,4.9923,0.5015,3.4447,2.3043,3.5242,0.577,2022-10-18 08:43:04.138000+00:00
current,0.7316,10.7864,3.4185,0.303,4.4695,1.8108,3.1767,0.457,2022-10-18 08:43:06.029000+00:00
current,0.3922,9.151,3.8621,0.0245,3.3878,1.5934,3.2559,0.5102,2022-10-18 08:43:07.920000+00:00
